wfName,taskName,nodeName,rank
nfcore/sarek:2.7.1,ApplyBQSR,c5.2xlarge,5.252009803111335
nfcore/sarek:2.7.1,ApplyBQSR,c5a.xlarge,5.670632674488585
nfcore/sarek:2.7.1,ApplyBQSR,c5a.2xlarge,6.419291581679655
nfcore/sarek:2.7.1,ApplyBQSR,m5zn.large,2.6702054219001603
nfcore/sarek:2.7.1,ApplyBQSR,m5zn.2xlarge,4.01368498284079
nfcore/sarek:2.7.1,ApplyBQSR,c5.xlarge,8.301666138718808
nfcore/sarek:2.7.1,ApplyBQSR,m5zn.xlarge,4.1518586444585335
nfcore/sarek:2.7.1,ApplyBQSR,z1d.2xlarge,6.949080059101213
nfcore/sarek:2.7.1,ApplyBQSR,z1d.xlarge,6.976747386458549
nfcore/sarek:2.7.1,ApplyBQSR,z1d.large,6.17828791183859
nfcore/sarek:2.7.1,ApplyBQSR,d3.xlarge,12.341367577489851
nfcore/sarek:2.7.1,ApplyBQSR,d3.2xlarge,14.442613609160372
nfcore/sarek:2.7.1,ApplyBQSR,m5.large,13.431267183130512
nfcore/sarek:2.7.1,ApplyBQSR,r5.2xlarge,15.544609603031663
nfcore/sarek:2.7.1,ApplyBQSR,m5.2xlarge,15.608544473539999
nfcore/sarek:2.7.1,ApplyBQSR,m5.xlarge,15.068333417230038
nfcore/sarek:2.7.1,ApplyBQSR,r5.xlarge,15.604845084073368
nfcore/sarek:2.7.1,ApplyBQSR,r5.large,13.897663381160536
nfcore/sarek:2.7.1,ApplyBQSR,m5a.large,20.138421737864185
nfcore/sarek:2.7.1,ApplyBQSR,r5a.large,20.824077013611028
nfcore/sarek:2.7.1,ApplyBQSR,m5a.xlarge,22.07451610534187
nfcore/sarek:2.7.1,ApplyBQSR,r5a.xlarge,22.102851645590246
nfcore/sarek:2.7.1,ApplyBQSR,m5a.2xlarge,23.089525185594646
nfcore/sarek:2.7.1,ApplyBQSR,i3.2xlarge,22.64573800788027
nfcore/sarek:2.7.1,ApplyBQSR,r5a.2xlarge,24.191415886705798
nfcore/sarek:2.7.1,ApplyBQSR,i3.large,22.1647158103051
nfcore/sarek:2.7.1,ApplyBQSR,i3.xlarge,24.278937416586604
nfcore/sarek:2.7.1,BamQC,m5zn.2xlarge,4.01368498284079
nfcore/sarek:2.7.1,BamQC,c5.2xlarge,5.252009803111335
nfcore/sarek:2.7.1,BamQC,m5zn.large,2.6702054219001603
nfcore/sarek:2.7.1,BamQC,c5.xlarge,8.301666138718808
nfcore/sarek:2.7.1,BamQC,m5zn.xlarge,4.1518586444585335
nfcore/sarek:2.7.1,BamQC,z1d.2xlarge,6.949080059101213
nfcore/sarek:2.7.1,BamQC,c5a.xlarge,5.670632674488585
nfcore/sarek:2.7.1,BamQC,c5a.2xlarge,6.419291581679655
nfcore/sarek:2.7.1,BamQC,z1d.large,6.17828791183859
nfcore/sarek:2.7.1,BamQC,z1d.xlarge,6.976747386458549
nfcore/sarek:2.7.1,BamQC,d3.2xlarge,14.442613609160372
nfcore/sarek:2.7.1,BamQC,r5.2xlarge,15.544609603031663
nfcore/sarek:2.7.1,BamQC,m5.2xlarge,15.608544473539999
nfcore/sarek:2.7.1,BamQC,d3.xlarge,12.341367577489851
nfcore/sarek:2.7.1,BamQC,m5.large,13.431267183130512
nfcore/sarek:2.7.1,BamQC,r5.large,13.897663381160536
nfcore/sarek:2.7.1,BamQC,m5.xlarge,15.068333417230038
nfcore/sarek:2.7.1,BamQC,r5.xlarge,15.604845084073368
nfcore/sarek:2.7.1,BamQC,i3.2xlarge,22.64573800788027
nfcore/sarek:2.7.1,BamQC,r5a.xlarge,22.102851645590246
nfcore/sarek:2.7.1,BamQC,r5a.2xlarge,24.191415886705798
nfcore/sarek:2.7.1,BamQC,m5a.xlarge,22.07451610534187
nfcore/sarek:2.7.1,BamQC,m5a.2xlarge,23.089525185594646
nfcore/sarek:2.7.1,BamQC,i3.large,22.1647158103051
nfcore/sarek:2.7.1,BamQC,i3.xlarge,24.278937416586604
nfcore/sarek:2.7.1,BamQC,r5a.large,20.824077013611028
nfcore/sarek:2.7.1,BamQC,m5a.large,20.138421737864185
nfcore/sarek:2.7.1,BaseRecalibrator,m5zn.large,2.6702054219001603
nfcore/sarek:2.7.1,BaseRecalibrator,c5.2xlarge,5.252009803111335
nfcore/sarek:2.7.1,BaseRecalibrator,c5a.xlarge,5.670632674488585
nfcore/sarek:2.7.1,BaseRecalibrator,m5zn.xlarge,4.1518586444585335
nfcore/sarek:2.7.1,BaseRecalibrator,c5a.2xlarge,6.419291581679655
nfcore/sarek:2.7.1,BaseRecalibrator,m5zn.2xlarge,4.01368498284079
nfcore/sarek:2.7.1,BaseRecalibrator,c5.xlarge,8.301666138718808
nfcore/sarek:2.7.1,BaseRecalibrator,z1d.2xlarge,6.949080059101213
nfcore/sarek:2.7.1,BaseRecalibrator,z1d.xlarge,6.976747386458549
nfcore/sarek:2.7.1,BaseRecalibrator,z1d.large,6.17828791183859
nfcore/sarek:2.7.1,BaseRecalibrator,m5.xlarge,15.068333417230038
nfcore/sarek:2.7.1,BaseRecalibrator,m5.large,13.431267183130512
nfcore/sarek:2.7.1,BaseRecalibrator,m5.2xlarge,15.608544473539999
nfcore/sarek:2.7.1,BaseRecalibrator,d3.2xlarge,14.442613609160372
nfcore/sarek:2.7.1,BaseRecalibrator,d3.xlarge,12.341367577489851
nfcore/sarek:2.7.1,BaseRecalibrator,r5.2xlarge,15.544609603031663
nfcore/sarek:2.7.1,BaseRecalibrator,r5.xlarge,15.604845084073368
nfcore/sarek:2.7.1,BaseRecalibrator,r5.large,13.897663381160536
nfcore/sarek:2.7.1,BaseRecalibrator,m5a.large,20.138421737864185
nfcore/sarek:2.7.1,BaseRecalibrator,m5a.xlarge,22.07451610534187
nfcore/sarek:2.7.1,BaseRecalibrator,m5a.2xlarge,23.089525185594646
nfcore/sarek:2.7.1,BaseRecalibrator,r5a.xlarge,22.102851645590246
nfcore/sarek:2.7.1,BaseRecalibrator,r5a.large,20.824077013611028
nfcore/sarek:2.7.1,BaseRecalibrator,i3.2xlarge,22.64573800788027
nfcore/sarek:2.7.1,BaseRecalibrator,r5a.2xlarge,24.191415886705798
nfcore/sarek:2.7.1,BaseRecalibrator,i3.xlarge,24.278937416586604
nfcore/sarek:2.7.1,BaseRecalibrator,i3.large,22.1647158103051
nfcore/sarek:2.7.1,BuildDict,c5a.xlarge,5.670632674488585
nfcore/sarek:2.7.1,BuildDict,m5zn.2xlarge,4.01368498284079
nfcore/sarek:2.7.1,BuildDict,m5zn.large,2.6702054219001603
nfcore/sarek:2.7.1,BuildDict,c5.2xlarge,5.252009803111335
nfcore/sarek:2.7.1,BuildDict,c5a.2xlarge,6.419291581679655
nfcore/sarek:2.7.1,BuildDict,c5.xlarge,8.301666138718808
nfcore/sarek:2.7.1,BuildDict,z1d.2xlarge,6.949080059101213
nfcore/sarek:2.7.1,BuildDict,z1d.xlarge,6.976747386458549
nfcore/sarek:2.7.1,BuildDict,z1d.large,6.17828791183859
nfcore/sarek:2.7.1,BuildDict,d3.xlarge,12.341367577489851
nfcore/sarek:2.7.1,BuildDict,m5zn.xlarge,4.1518586444585335
nfcore/sarek:2.7.1,BuildDict,r5.xlarge,15.604845084073368
nfcore/sarek:2.7.1,BuildDict,m5.2xlarge,15.608544473539999
nfcore/sarek:2.7.1,BuildDict,r5.large,13.897663381160536
nfcore/sarek:2.7.1,BuildDict,d3.2xlarge,14.442613609160372
nfcore/sarek:2.7.1,BuildDict,r5.2xlarge,15.544609603031663
nfcore/sarek:2.7.1,BuildDict,m5.xlarge,15.068333417230038
nfcore/sarek:2.7.1,BuildDict,m5.large,13.431267183130512
nfcore/sarek:2.7.1,BuildDict,r5a.large,20.824077013611028
nfcore/sarek:2.7.1,BuildDict,m5a.large,20.138421737864185
nfcore/sarek:2.7.1,BuildDict,r5a.xlarge,22.102851645590246
nfcore/sarek:2.7.1,BuildDict,m5a.xlarge,22.07451610534187
nfcore/sarek:2.7.1,BuildDict,m5a.2xlarge,23.089525185594646
nfcore/sarek:2.7.1,BuildDict,i3.large,22.1647158103051
nfcore/sarek:2.7.1,BuildDict,i3.xlarge,24.278937416586604
nfcore/sarek:2.7.1,BuildDict,i3.2xlarge,22.64573800788027
nfcore/sarek:2.7.1,BuildDict,r5a.2xlarge,24.191415886705798
nfcore/sarek:2.7.1,FastQCFQ,c5a.2xlarge,6.419291581679655
nfcore/sarek:2.7.1,FastQCFQ,m5zn.2xlarge,4.01368498284079
nfcore/sarek:2.7.1,FastQCFQ,c5a.xlarge,5.670632674488585
nfcore/sarek:2.7.1,FastQCFQ,m5zn.large,2.6702054219001603
nfcore/sarek:2.7.1,FastQCFQ,m5zn.xlarge,4.1518586444585335
nfcore/sarek:2.7.1,FastQCFQ,c5.2xlarge,5.252009803111335
nfcore/sarek:2.7.1,FastQCFQ,c5.xlarge,8.301666138718808
nfcore/sarek:2.7.1,FastQCFQ,z1d.2xlarge,6.949080059101213
nfcore/sarek:2.7.1,FastQCFQ,z1d.xlarge,6.976747386458549
nfcore/sarek:2.7.1,FastQCFQ,z1d.large,6.17828791183859
nfcore/sarek:2.7.1,FastQCFQ,d3.2xlarge,14.442613609160372
nfcore/sarek:2.7.1,FastQCFQ,r5.large,13.897663381160536
nfcore/sarek:2.7.1,FastQCFQ,m5.large,13.431267183130512
nfcore/sarek:2.7.1,FastQCFQ,d3.xlarge,12.341367577489851
nfcore/sarek:2.7.1,FastQCFQ,m5.2xlarge,15.608544473539999
nfcore/sarek:2.7.1,FastQCFQ,m5.xlarge,15.068333417230038
nfcore/sarek:2.7.1,FastQCFQ,r5.xlarge,15.604845084073368
nfcore/sarek:2.7.1,FastQCFQ,r5.2xlarge,15.544609603031663
nfcore/sarek:2.7.1,FastQCFQ,r5a.2xlarge,24.191415886705798
nfcore/sarek:2.7.1,FastQCFQ,m5a.xlarge,22.07451610534187
nfcore/sarek:2.7.1,FastQCFQ,m5a.large,20.138421737864185
nfcore/sarek:2.7.1,FastQCFQ,r5a.xlarge,22.102851645590246
nfcore/sarek:2.7.1,FastQCFQ,m5a.2xlarge,23.089525185594646
nfcore/sarek:2.7.1,FastQCFQ,i3.2xlarge,22.64573800788027
nfcore/sarek:2.7.1,FastQCFQ,i3.large,22.1647158103051
nfcore/sarek:2.7.1,FastQCFQ,r5a.large,20.824077013611028
nfcore/sarek:2.7.1,FastQCFQ,i3.xlarge,24.278937416586604
nfcore/sarek:2.7.1,GatherBQSRReports,m5zn.2xlarge,4.01368498284079
nfcore/sarek:2.7.1,GatherBQSRReports,z1d.2xlarge,6.949080059101213
nfcore/sarek:2.7.1,GatherBQSRReports,c5a.xlarge,5.670632674488585
nfcore/sarek:2.7.1,GatherBQSRReports,c5.2xlarge,5.252009803111335
nfcore/sarek:2.7.1,GatherBQSRReports,c5a.2xlarge,6.419291581679655
nfcore/sarek:2.7.1,GatherBQSRReports,c5.xlarge,8.301666138718808
nfcore/sarek:2.7.1,GatherBQSRReports,m5zn.large,2.6702054219001603
nfcore/sarek:2.7.1,GatherBQSRReports,m5.2xlarge,15.608544473539999
nfcore/sarek:2.7.1,GatherBQSRReports,d3.2xlarge,14.442613609160372
nfcore/sarek:2.7.1,GatherBQSRReports,m5zn.xlarge,4.1518586444585335
nfcore/sarek:2.7.1,GatherBQSRReports,r5.2xlarge,15.544609603031663
nfcore/sarek:2.7.1,GatherBQSRReports,z1d.large,6.17828791183859
nfcore/sarek:2.7.1,GatherBQSRReports,z1d.xlarge,6.976747386458549
nfcore/sarek:2.7.1,GatherBQSRReports,m5a.2xlarge,23.089525185594646
nfcore/sarek:2.7.1,GatherBQSRReports,i3.2xlarge,22.64573800788027
nfcore/sarek:2.7.1,GatherBQSRReports,d3.xlarge,12.341367577489851
nfcore/sarek:2.7.1,GatherBQSRReports,r5a.2xlarge,24.191415886705798
nfcore/sarek:2.7.1,GatherBQSRReports,r5.large,13.897663381160536
nfcore/sarek:2.7.1,GatherBQSRReports,m5.large,13.431267183130512
nfcore/sarek:2.7.1,GatherBQSRReports,m5.xlarge,15.068333417230038
nfcore/sarek:2.7.1,GatherBQSRReports,r5.xlarge,15.604845084073368
nfcore/sarek:2.7.1,GatherBQSRReports,r5a.large,20.824077013611028
nfcore/sarek:2.7.1,GatherBQSRReports,m5a.large,20.138421737864185
nfcore/sarek:2.7.1,GatherBQSRReports,m5a.xlarge,22.07451610534187
